model,year,trivia,bore/stroke,unitary displacement,total displacement,compression ratio,maximum power,power per litre,maximum torque,valve actuation,fuel feed,ignition,lubrication,clutch,frame,front suspension,rear suspension,brakes,transmission,steering,fuel tank,front tyres,rear tyres,type,length,width,height,wheelbase,front track,rear track,weight,top speed,acceleration 0-100,0-400,0-1000,motore,urban test cycle (homologation 4-1993 with precedent testethod),motorway at 90 (homologation 4-1993 with precedent testethod),motorway at 120 (homologation 4-1993 with precedent testethod),"urban test cycle ece (version ""euro 2"")","extra urban test cycle eudc (version ""euro 2"")","consumption ece+eudc (version ""euro 2"")","co2 emissions combined (version ""euro 2"")","urban test cycle ece (version ""euro 3"")","extra urban test cycle eudc (version ""euro 3"")","consumption ece+eudc (version ""euro 3"")","co2 emissions combined (version ""euro 3"")","urban test cycle ece (versione ""euro 3"")","extra urban test cycle eudc (versione ""euro 3"")","consumption ece+eudc (versione ""euro 3"")","co2 emissions combined (versione ""euro 3"")",urban test cycle ece,extra urban test cycle eudc,consumption ece+eudc,co2 emissions combined,overall length,overall width,front overhang,rear overhang,dry weight,kerb weight,boot (trunk) capacity,fuel tank capacity,weight distribution,unit displacement,specific power,dry weight/power,transmission and gearbox,electronic controls,front,rear,maximum speed,0-100 (0-62ph),manual gearbox: 0-400,manual gearbox: 0-1000,f1 gearbox: 0-400,f1 gearbox: 0-1000,combined,*,**,gearbox,maximum power*,maximum revs perinute,specific output,suspension,0-200 (0-124ph),engine intake with twin ø,chassis,overall lenght,height 4,ful tank capacity,weight/power ratio,overall displacement,maximum power**,0-100,0-1.000,cst with f1-trac system,tptms,rear:,combined (ece+eudc)*,front (option),rear (option),overall lenght (in),overall width (in),height (in),wheelbase (in),front track (in),rear track (in),dry wheight* (lb),kerb weight* (lb),fuel tank capacity (gal),boot (trunk) capacity (cu ft),front (in),rear (in),cst with f1-trac,bore and stroke (in),unit displacement (cu in),total displacement (cu in),maximum speed (mph),0-62ph (s),0-1.000 (s),weight/power ratio (lb/cv),combined* (ece+eudc) (l/100 km),combined* (ece+eudc) (g/km),specific power output,weight distribution fr/r,fuel consumption***,emissions***,electronics,***,dry weight*,kerb weight*,boot capacity,bore and stroke,maximum torque**,f1,scm,combined ece*,front (winter),"rear (winter, can be used w/ chain)",0-62ph,0-124ph,suspensions,dry wheight,maximum engine speed,fiorano lap time,rear winter,0-62ph (0-100),0-124ph (0-200),dry weight/power ratio,fuel consumption (europeanarket version),co2 emission (europeanarket version),rear bench capacity,0-437 yd (0-400),0-1093 yd (0-1000),62-0ph (100-0),124-0ph (200-0),co2 emissions ***,7 gears f1 dual clutch transmission,"e-diff3, f1-trac, high performance abs with ferrari pre-fill","rear (winter, can be used with chains)",total capacity,maximum power **,maximum revs,esc,high-performance abs/ebd,f1-trac,e-diff 3,scm-e with dual coil,0-200,"** engine power is expressed in kw, in accordance with",totalaximum power,totalaximum torque,v12aximum power*,v12aximum torque,electricotor output,co2 emissions,0-300,7-speed dct,high perf abs/ebd,ef1-trac,scm-e frs,aerodynamics,maximum revs (limiter),"esc, high performance abs/ebd, f1-trac, e-diff, scc, frd scm-e",7-speed f1 dual-clutch transmission,fuel consumption,high performance abs/ebd distribution,ssc,frs scm-e,0-400m (0-437 yd),0-1000m (0-1093 yd),100 - 0 (62 – 0ph),200 – 0 (124 – 0 kph),co2 emissions***,maximum torque*,dry weight**,kerb weight**,front (opt),rear (opt),cst with f1 trac system (control for stability and traction),maximum revs perinute (limiter),"rear (winter, can be used with chain)",7-speed f1 dual-clutch gearbox,62-0ph,124-0ph,high performance abs/ebd,f1 trac,maximum power *,maximum torque *,kerb weight **,dry weight **,"e-diff3, f1-trac, abs/ebd performance with ferrari pre-fill, frs scm-e, ssc",0-400m,0-1000m,low,mid,high,extra high,7-speed f1 dual-clutch,bore stroke,"e-diff3, f1-trac, high-performance abs with ferrari pre-fill, frs scm-e, ssc",0 – 100,0 – 200,0 – 400,0 – 1000,maximum power output*,max. revs,0-100 km/h,4rm evo/4ws/ 7-speed f1 dct/ e-diff,"ssc4/ cst with f1 trac, esp",9.0 premium with abs evo/scm - e,0 - 100,0 - 200,100 - 0,200 - 0,max. power output*,max. engine speed,"f1 dual-clutch transmission, 7-speed","esp, esc, with f1-trac, e-diff 3, scm- 					e with twin solenoid",100-0,max. torque*,f1 seven-speed dual-clutch transmission,"e-diff3, f1-trac, abs/high performance ebd with ferrari pre-fill, frs scm-e, fde, ssc 6.0",0-200 km/h,100-0 km/h,200-0 km/h,max. speed,f1 7-speed dual-clutch gearbox,"e-diff3, f1-trac, high performance abs/ebd with ferrari pre-fill, frs scm-e, ssc with fde"
308 GTB Quattrovalvole,1982,"The transition from carburettor to fuel injection and the introduction of new anti-pollution laws all had a sizeable impact on the power of the 308 GTBi compared to its predecessor, the 308 GTB. Research to remedy this situation was quickly undertaken and soon showed that four valves per cylinder offered the optimal solution. This innovation saw the engine make up its lost horsepower and the car regain position as the reference point in its category.",81 x 71 mm,365.86 cc,2926.90 cc,9.2 : 1,176 kW (240 hp) at 7000 rpm,82 hp/l,260 Nm (26.5 kgm) at 5000 rpm,"twin overhead camshafts per bank, four valves per cylinder",Bosch K-Jetronic injection,"electronic, single spark plug per cylinder",wet sump,single-plate,tubular steel,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 74 litres,205/55 VR 16,225/50 VR 16,two-seater berlinetta,4230 mm,1720 mm,1120 mm,2340 mm,1460 mm,1460 mm,1275 kg (dry),255 km/h,-,14.5 sec,26.2 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308 GTS Quattrovalvole,1982,"As with the preceding 308 GTB and 308 GTBi models there was a targa roof version available, which was called the 308 GTS quattrovalvole. This version is easily identifiable by the removable black roof section and the satin black triangular shaped louvres covering the glass in the sail panels.",81 x 71 mm,365.86 cc,2926.90 cc,9.2 : 1,176 kW (240 hp) at 7000 rpm,82 hp/l,260 Nm (26.5 kgm) at 5000 rpm,"twin overhead camshafts per bank, four valves per cylinder",Bosch K-Jetronic injection,"electronic, single spark plug per cylinder",wet sump,single-plate,tubular steel,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 74 litres,205/55 VR 16,225/50 VR 16,two-seater targa-top,4230 mm,1720 mm,1120 mm,2340 mm,1460 mm,1460 mm,1286 kg (dry),255 km/h,-,14.5 sec,26.2 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208 GTS Turbo,1983,"Turbocharging had taken a strong foothold in Formula 1 racing and the experience gained on the tracks soon made the leap to production with the 208 GTB Turbo, unveiled at the 1982 Turin Motor Show.The 2,000 cc V8 was given a considerable injection of power which radically transformed the whole character of the car, lending it the kind of superb acceleration normally unthinkable in a car of this displacement. A GTS version with a removable Targa top was also available.",66.8 x 71 mm,248.83 cc,1990.64 cc,7 : 1,162 kW (220 hp) at 7000 rpm,111 hp/l,240 Nm (24.5 kgm) at 4800 rpm,"twin overhead camshafts per bank, two valves per cylinder","Bosch K-Jetronic injection, single turbo","electronic, single spark plug per cylinder",wet sump,single-plate,tubular steel,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 74 litres,205/55 VR 16,225/50 VR 16,two-seater targa-top,4230 mm,1720 mm,1120 mm,2340 mm,1460 mm,1460 mm,1243 kg (dry),242 km/h,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mondial Cabriolet,1983,"Nine years after its last open-top car (the 365 GTS4) had gone out of production, Ferrari came back with a 2+2 spider. By a bit of canny engineering, Pininfarina managed to give the canvas top the same line as the coupé. In fact, it extended rearwards to include the two buttresses either side of the rear window, and Pininfarina’s clever mechanism allowed the hood to fold away neatly behind the seats.",81 x 71 mm,365.86 cc,2926.90 cc,9.2 : 1,176 kW (240 hp) at 7000 rpm,82 hp/l,260 Nm (26.5 kgm) at 5000 rpm,"twin overhead camshafts per bank, four valves per cylinder",Bosch K-Jetronic injection,"electronic, single spark plug per cylinder",wet sump,single-plate,tubular steel,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 87 litres,240/55 VR 390,240/55 VR 390,2+2 cabriolet,4580 mm,1790 mm,1260 mm,2650 mm,1495 mm,1517 mm,1430 kg (dry),240 km/h,-,14.8 sec,27.5 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTO,1984,"Announced by Enzo Ferrari in September 1983, and unveiled at the Geneva Motor Show in March 1984, the GTO (also known unofficially with the 288 prefix) sparked off a wave of enthusiasm. The legendary name, the stunning styling by Pininfarina, the engine with its seemingly inexhaustible power (2.8 litres and 8 cylinders) and the widespread use of composite materials, made the GTO the closest thing to a racing car.",81 x 71 mm,356.88 cc,2855.08 cc,7.6 : 1,294 kW (400 hp) at 7000 rpm,140 hp/l,496 Nm (51 kgm) at 3800 rpm,"twin overhead camshafts per bank, four valves per cylinder","Weber-Marelli electronic injection, twin turbos","Weber-Marelli electronic, single spark plug per cylinder",dry sump,twin-plate,tubular steel,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 120 litres,225/55 VR 16,265/50 VR 16,two-seater berlinetta,4290 mm,1910 mm,1120 mm,2450 mm,1559 mm,1562 mm,1160 kg (dry),305 km/h,4.9 sec,12.7 sec,21.8 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Testarossa,1984,The Paris Motor Show in October 1984 saw the return of the glorious Testarossa as heir to the 512 BBi. Pininfarina’s design broke somewhat with tradition and was striking and innovative. The side intakes were larger than on the previous model and this constraint saw the introduction of the long side strakes that would become the Testarossa’s most recognisable feature.,82 x 78 mm,411.92 cc,4943.04 cc,9.3 : 1,287 kW (390 hp) at 6300 rpm,79 hp/l,490 Nm (50 kgm) at 4500 rpm,"twin overhead camshafts per bank, four valves per cylinder",Bosch K-Jetronic mechanical injection,"Marelli Microplex electronic, single spark plug per cylinder",dry sump,twin-plate,tubular steel,"independent, unequal-length wishbones, coil springs, telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs, twin telescopic shock absorbers each side, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 120 litres,225/50 VR 16,255/50 VR 16,"two-seater, berlinetta",4485 mm,1976 mm,1130 mm,2550 mm,1518 mm,1660 mm,1506 kg (dry),290 km/h,5.8 sec,13.6 sec,24.1 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328 GTS,1985,"Pininfarina paid particular attention to styling details that influenced the car’s CD and aerodynamic lift characteristics – with impressive results. Cabin ergonomics were improved and the shape of the seats revised to better suit the sporty driving style this type of car deserved. On all versions, low profile tyres and 16″ alloy wheels were available as an option.",83 x 73.6 mm,"398,22 cc",3185.76 cc,9.8 : 1,199 kW (270 hp) at 7000 rpm,85 hp/l,304 Nm (31 kgm) at 5500 rpm,"twin overhead camshafts per bank, four valves per cylinder",Bosch K-Jetronic mechanical injection,"Marelli Microplex electronic, single spark plug per cylinder",wet sump,single-plate,tubular steel,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 74 litres,205/55 VR 16,225/50 VR 16,two-seater targa-top,4255 mm,1730 mm,1128 mm,2350 mm,1485 mm,1465 mm,1273 kg (dry),263 km/h,6.4 sec,14.3 sec,25.7 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,1985,"The 412 replaced the 400i and introduced a series of improvements, the most noticeable being the higher boot line, along with a deeper front spoiler to improve the car’s aerodynamics. Pininfarina’s other interventions included re-designed sill panels, body-coloured bumper inserts, a modified alloy wheel design, clear indicator lenses and black windscreen and window surrounds.",82 x 78 mm,411.92 cc,4943.03 cc,9.6 : 1,250 kW (340 hp) at 6000 rpm,69 hp/l,451 Nm (46 kgm) at 4200 rpm,"twin overhead camshafts per bank, two valves per cylinder",Bosch K-Jetronic mechanical injection,"Marelli Microplex electronic, single spark plug per cylinder",wet sump,automatic: torque converter; manual: twin-plate,tubular steel,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","self-levelling, independent, unequal-length wishbones, twin coil springs over telescopic shock absorbers",discs,automatic: 3-speed + reverse; manual: 5-speed + reverse,rack-and-pinion,capacity 120 litres,240/55 VR 16,240/55 VR 16,2+2 coupé,4810 mm,1798 mm,1314 mm,2700 mm,1480 mm,1500 mm,"dry, automatic: 1810 kg; manual: 1805 kg",automatic: 245 km/h; manual: 250 km/h,automatic: 8.3 sec; manual: 6.7 sec,automatic: 15.2 sec; manual: 14.6 sec,automatic: 27.7 sec; manual: 26.4 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328 GTB,1985,"The 308 series had won universal acclaim from both customers and critics, and its natural evolution continued with the 328 GTB, a berlinetta fitted with the new 3.2-litre version of the V8. This new engine (again featuring four valves per cylinder) produced a specific output of 85 bhp per litre, compared with 82 for the 4-valve version of the 308.",83 x 73.6 mm,"398,22 cc",3185.76 cc,9.8 : 1,199 kW (270 hp) at 7000 rpm,85 hp/l,304 Nm (31 kgm) at 5500 rpm,"twin overhead camshafts per bank, four valves per cylinder",Bosch K-Jetronic mechanical injection,"Marelli Microplex electronic, single spark plug per cylinder",wet sump,single-plate,tubular steel,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 74 litres,205/55 VR 16,225/50 VR 16,two-seater berlinetta,4255 mm,1730 mm,1128 mm,2350 mm,1485 mm,1465 mm,1263 kg (dry),263 km/h,6.4 sec,14.3 sec,25.7 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTB Turbo,1986,"Acquired in Formula 1, the turbo-charged 2-litre Ferrari V8 was developed further. The results were very good: specific power was raised to a record value of 127 bhp per litre and maximum torque was not only increased, but was now also available at a lower engine speed, substantially improving the car’s flexibility. Turbo boost came in gradually from as low as 3,000 rpm, making the car much more manageable.",66.8 x 71 mm,248.83 cc,1990.64 cc,7.5 : 1,187 kW (254 hp) at 6500 rpm,128 hp/l,328 Nm (33.5 kgm) at 4100 rpm,"twin overhead camshafts per bank, two valves per cylinder","Bosch K-Jetronic injection, single turbo","Marelli electronic, single spark plug per cylinder",wet sump,single-plate,tubular steel,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 74 litres,205/55 VR 16,225/50 VR 16,two-seater berlinetta,4255 mm,1730 mm,1128 mm,2350 mm,1485 mm,1465 mm,1265 kg (dry),253 km/h,6.3 sec,14.3 sec,25.7 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTS Turbo,1986,"The convertible version of the GTB Turbo was fitted with the same engine and offered similar out-and-out performance. The body styling and cabin were the same as the 328 series and included all the latest aerodynamic and ergonomic improvements added by Pininfarina. It is interesting to note that this model, with its 2-litre turbo-charged V8, offered performance comparable to the 328, which was powered by the naturally aspirated version of the 3.2-litre.",66.8 x 71 mm,248.83 cc,1990.64 cc,7.5 : 1,187 kW (254 hp) at 6500 rpm,128 hp/l,328 Nm (33.5 kgm) at 4100 rpm,"twin overhead camshafts per bank, two valves per cylinder","Bosch K-Jetronic injection, single turbo","Marelli electronic, single spark plug per cylinder",wet sump,single-plate,tubular steel,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 74 litres,205/55 VR 16,225/50 VR 16,two-seater targa-top,4255 mm,1730 mm,1128 mm,2350 mm,1485 mm,1465 mm,1275 kg (dry),253 km/h,6.3 sec,14.3 sec,25.7 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTS Turbo,1986,"The convertible version of the GTB Turbo was fitted with the same engine and offered similar out-and-out performance. The body styling and cabin were the same as the 328 series and included all the latest aerodynamic and ergonomic improvements added by Pininfarina. It is interesting to note that this model, with its 2-litre turbo-charged V8, offered performance comparable to the 328, which was powered by the naturally aspirated version of the 3.2-litre.",66.8 x 71 mm,248.83 cc,1990.64 cc,7.5 : 1,187 kW (254 hp) at 6500 rpm,128 hp/l,328 Nm (33.5 kgm) at 4100 rpm,"twin overhead camshafts per bank, two valves per cylinder","Bosch K-Jetronic injection, single turbo","Marelli electronic, single spark plug per cylinder",wet sump,single-plate,tubular steel,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 74 litres,205/55 VR 16,225/50 VR 16,two-seater targa-top,4255 mm,1730 mm,1128 mm,2350 mm,1485 mm,1465 mm,1275 kg (dry),253 km/h,6.3 sec,14.3 sec,25.7 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408 4RM,1987,"Just two prototypes of this model were built. The first, a red car, was completed June 1987 and sported chassis no. 70183, while the second, chassis no 78610, was yellow and is now exhibited in the Galleria Ferrari in Maranello. What made this such an unusual model was that it featured four-wheel drive using an innovative hydraulic system.",93 x 73.6 mm,499.96 cc,3999.66 cc,"9,8:1",221 kW (300 hp) at 6250 rpm,75 hp/l,373 Nm (38 kgm) at 4500 rpm,"twin overhead camshafts per bank, four valves per cylinder",Weber-Marelli electronic injection,"electronic, single spark plug per cylinder",dry sump,twin-plate,box-section stainless steel monocoque,"independent, unequal-length wishbones, coil springs, telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs, telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 120 litres,225/50 VR 16,255/50 VR 16,two-seater berlinetta,4220 mm,1885 mm,1200 mm,2550 mm,1580 mm,1585 mm,1343 kg (with liquids),-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F40,1987,"The F40 was built to celebrate Ferrari’s 40th anniversary. A very fast berlinetta designed by Pininfarina, it was built mainly from composites. Its sophisticated high-performance, turbo-charged running gear combined with a first class chassis gave it the kind of great dynamic prowess that was close to that of a racing car.",82 x 69.5 mm,367.03 cc,2936.25 cc,7.7 : 1,351.5 kW (478 hp) at 7000 rpm,163 hp/l,577 Nm (58.8 kgm) at 4000 rpm,"twin overhead camshafts per bank, four valves per cylinder","Weber-Marelli electronic injection, twin turbos","Weber-Marelli electronic, single spark plug per cylinder",dry sump,twin-plate,tubular steel and composites,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 120 litres,245/40 ZR 17,335/35 ZR 17,two-seater berlinetta,4358 mm,1970 mm,1124 mm,2450 mm,1594 mm,1606 mm,1100 kg (dry),324 km/h,4.1 sec,11.9 sec,20.9 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F40 Competizione,1989,"The new version of the F40 was built two years after the original made its debut and was ordered by the French importer who wanted to field it in the 24 Hours of Le Mans. In fact, the first two examples built were known as F40 LM and featured a more powerful engine, modified suspension and special aerodynamics. The factory started receiving requests from other customers and, in the end, around ten were built in total. It was felt that the Le Mans tag was too restrictive, hence the use of the more general Competizione.",82 x 69.5 mm,367.03 cc,2936.25 cc,"7,7:1",515 kW (700 hp) at 8100 rpm,238 hp/l,-,"twin overhead camshafts per bank, four valves per cylinder","Weber-Marelli electronic injection, twin turbos","Weber-Marelli electronic, single spark plug per cylinder",dry sump,multi-plate,tubular steel with composite elements,"independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 120 litres,24.5-12.5-17,27.5-14.5-17,"two-seater, berlinetta",4535 mm,1980 mm,1150 mm,2450 mm,1580 mm,1545 mm,1040 kg (with liquids),367 km/h,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348 TS,1989,"The convertible version of the 348 TB, with a removable hard top, was powered by the same drive-train as the berlinetta version, giving it equivalent performance. The body was again styled by Pininfarina. The impressive dynamic characteristics of both versions were so ideally suited to the race track that in 1993 a Challenge was established especially for these cars.",85 x 75 mm,425.59 cc,3404.70 cc,10.4 : 1,221 kW (300 hp) at 7200 rpm,88 hp/l,324 Nm (33 kgm) at 4200 rpm,"twin overhead camshafts per bank, four valves per cylinder",Bosch Motronic electronic injection,"Bosch static electronic, single spark plug per cylinder",dry sump,twin-plate,steel monococque with tubular steel rear sub-frame,"independent, unequal-length wishbones, coil springs over gas-filled telescopic shock absorbers, anti-roll bar","independent, unequal-length wishbones, coil springs over gas-filled telescopic shock absorbers, anti-roll bar",discs,5-speed + reverse,rack-and-pinion,capacity 95 litres,215/50 ZR 17,255/50 ZR 17,two-seater targa-top,4230 mm,1894 mm,1170 mm,2450 mm,1502 mm,1578 mm,1393 kg (dry),over 275 km/h,5.6 sec,-,24.7 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
